effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,green,green,0.787163309994974,2
RLX,color,green,red,red,0.832821045459716,2
RLX,color,yellow,blue,blue,0.851895263984711,2
RLX,color,yellow,yellow,yellow,0.577054510503287,2
RLX,color,green,red,red,0.782773596721135,2
RLX,color,red,green,green,0.846415824164365,2
RLX,color,yellow,blue,blue,0.835362986893372,2
RLX,color,blue,blue,blue,0.600516244536249,2
RLX,color,yellow,blue, ,0.979261298260915,2
RLX,color,yellow,blue,blue,0.800024527866943,2
RLX,color,blue,red,red,0.815654430374567,2
RLX,color,red,yellow,yellow,0.794283462230751,2
RLX,color,red,green,green,0.829802240428419,2
RLX,color,yellow,blue,blue,0.772667365789686,2
RLX,color,green,green,green,0.62033509840247,2
RLX,color,red,yellow,yellow,0.895139864688861,2
RLX,color,yellow,green,green,0.802708467583904,2
RLX,color,red,blue,blue,0.795038701319515,2
RLX,color,blue,green,green,0.770811997750625,2
RLX,color,yellow,yellow,yellow,0.565482734307534,2
RLX,color,yellow,red,red,0.717799428245212,2
RLX,color,blue,blue,blue,0.580517901641844,2
RLX,color,red,red,red,0.551253148262485,2
RLX,color,blue,blue,blue,0.630032469288224,2
RLX,word,yellow,green,yellow,0.638097033943038,2
RLX,word,red,yellow,red,0.594690956193366,2
RLX,word,blue,yellow,blue,0.608907339604186,2
RLX,word,green,green,green,0.550564940371522,2
RLX,word,green,red,green,0.587358998542741,2
RLX,word,green,red,green,0.606145287366712,2
RLX,word,blue,yellow,blue,0.600883999549682,2
RLX,word,green,blue,green,0.664935993547137,2
RLX,word,yellow,green,yellow,0.571880874446,2
RLX,word,blue,green,blue,0.589080769254708,2
RLX,word,blue,yellow,blue,0.626375042908122,2
RLX,word,blue,red,blue,0.630927876181051,2
RLX,word,red,yellow,red,0.52561934007215,2
RLX,word,green,yellow,green,0.580240948225684,2
RLX,word,red,green,red,0.570002877770666,2
RLX,word,yellow,red,yellow,0.594032807537661,2
RLX,word,green,red,green,0.614085571297877,2
RLX,word,green,green,green,0.598891229870543,2
RLX,word,green,blue,green,0.638576835580895,2
RLX,word,red,green,red,0.611500592639979,2
RLX,word,yellow,red,yellow,0.606467339684068,2
RLX,word,yellow,blue,yellow,0.63082931825004,2
RLX,word,green,yellow,green,0.610774183237516,2
RLX,word,green,blue,green,0.547382555493986,2
EXR,color,blue,yellow,yellow,0.605250734987608,2
EXR,color,green,green,green,0.558249072684281,2
EXR,color,yellow,red,red,0.720887673413668,2
EXR,color,red,red,red,0.61181315929095,2
EXR,color,blue,blue,blue,0.621776432339871,2
EXR,color,red,yellow,yellow,0.734017648226259,2
EXR,color,blue,green,green,0.737359094780195,2
EXR,color,green,red,red,0.776164967139367,2
EXR,color,green,red,red,0.758915223881885,2
EXR,color,green,blue,blue,0.697123329681665,2
EXR,color,blue,yellow,yellow,0.669298863614747,2
EXR,color,yellow,red,red,0.677563832058213,2
EXR,color,green,yellow,yellow,0.720469044111826,2
EXR,color,green,green,green,0.618800613878642,2
EXR,color,green,yellow,yellow,0.67892834812149,2
EXR,color,green,yellow,yellow,0.75788371104203,2
EXR,color,yellow,yellow,yellow,0.548376989727654,2
EXR,color,green,red,red,0.669750233686909,2
EXR,color,red,blue,blue,0.673039232642935,2
EXR,color,green,yellow,yellow,0.661570234901899,2
EXR,color,blue,green,green,0.728040649140765,2
EXR,color,green,yellow,yellow,0.681499272717223,2
EXR,color,green,blue,blue,0.774106245003189,2
EXR,color,green,yellow,yellow,0.689250668637057,2
EXR,word,red,green,red,0.650800499602279,2
EXR,word,blue,yellow,blue,0.613690012333163,2
EXR,word,green,yellow,green,0.629477524307283,2
EXR,word,blue,green,blue,0.648779663019038,2
EXR,word,red,green,red,0.595031505069788,2
EXR,word,red,yellow,red,0.636461698283933,2
EXR,word,red,green,red,0.595174155280975,2
EXR,word,green,yellow,green,0.683947776785304,2
EXR,word,green,green,green,0.583205609401158,2
EXR,word,blue,yellow,blue,0.579718609669551,2
EXR,word,red,blue,red,0.603600316328046,2
EXR,word,red,red,red,0.548104344361734,2
EXR,word,green,red,green,0.545321427040912,2
EXR,word,yellow,red,yellow,0.613080684677711,2
EXR,word,green,blue,green,0.608616875366679,2
EXR,word,green,yellow,green,0.624849207210196,2
EXR,word,red,red,red,0.544279295121299,2
EXR,word,green,yellow,green,0.570387292044967,2
EXR,word,yellow,green,yellow,0.581704946894007,2
EXR,word,green,blue,green,0.563280893140377,2
EXR,word,green,blue,green,0.709701828802774,2
EXR,word,yellow,green,yellow,0.613914781787089,2
EXR,word,green,yellow,green,0.575831386619461,2
EXR,word,blue,yellow,blue,0.615943638333916,2
