effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,red,red,0.649188826539737,5
RLX,color,blue,red,red,0.684360842765747,5
RLX,color,blue,green,green,0.649155186932099,5
RLX,color,green,green,green,0.482427021331602,5
RLX,color,yellow,yellow,yellow,0.483811621737129,5
RLX,color,green,blue,blue,0.593381308139757,5
RLX,color,yellow,red,red,0.650724506544407,5
RLX,color,green,blue,blue,0.675888649468061,5
RLX,color,red,red,red,0.498276375772265,5
RLX,color,red,red,red,0.501456505469544,5
RLX,color,yellow,green,green,0.619481707770621,5
RLX,color,green,blue,blue,0.558718949159347,5
RLX,color,blue,red,red,0.592427545160938,5
RLX,color,red,blue,blue,0.624624722755076,5
RLX,color,green,blue,blue,2.08905003577628,5
RLX,color,red,red,red,0.485406828754384,5
RLX,color,red,blue,blue,0.594241068093406,5
RLX,color,red,yellow,yellow,0.598267691652476,5
RLX,color,blue,green,green,0.673823430093911,5
RLX,color,red,yellow,yellow,0.652303016908739,5
RLX,color,yellow,red,red,0.646870852201676,5
RLX,color,red,yellow,yellow,0.673137585544226,5
RLX,color,yellow,blue,blue,0.676386564000196,5
RLX,color,yellow,yellow,yellow,0.492079049462101,5
RLX,word,yellow,yellow,yellow,0.511195505416271,5
RLX,word,yellow,green,yellow,0.577401897442898,5
RLX,word,red,green,red,0.599069620474115,5
RLX,word,green,blue,green,0.598991831701515,5
RLX,word,blue,blue,blue,0.486058523713532,5
RLX,word,green,yellow,green,0.595476638723003,5
RLX,word,yellow,green,yellow,0.569758709515939,5
RLX,word,yellow,blue,yellow,0.552073282334977,5
RLX,word,red,blue,red,0.595655831484026,5
RLX,word,yellow,blue,yellow,0.625436046951476,5
RLX,word,blue,red,blue,0.613767355847341,5
RLX,word,green,green,green,0.511757521767607,5
RLX,word,blue,blue,blue,0.534677378612134,5
RLX,word,blue,yellow,blue,0.632514772496947,5
RLX,word,yellow,red,yellow,0.586080078422796,5
RLX,word,yellow,red,yellow,0.579269902510234,5
RLX,word,red,green,red,0.618152116352719,5
RLX,word,red,red,red,0.511433950117654,5
RLX,word,red,red,red,0.57509340683432,5
RLX,word,red,green,red,0.545257916523009,5
RLX,word,yellow,yellow,yellow,0.466100487351725,5
RLX,word,green,blue,green,0.553262353719698,5
RLX,word,blue,blue,blue,0.516159478095158,5
RLX,word,blue,green,blue,0.589117269135787,5
EXR,color,green,blue,blue,0.514085485161264,5
EXR,color,green,green,green,0.554345203757142,5
EXR,color,red,red,red,0.449233503433281,5
EXR,color,yellow,red,red,0.455379658001174,5
EXR,color,red,red,red,0.50540124567238,5
EXR,color,yellow,red,red,0.548320983429791,5
EXR,color,yellow,yellow,yellow,0.634282245685215,5
EXR,color,green,green,green,0.62737236939852,5
EXR,color,red,red,red,0.546919427431972,5
EXR,color,green,red,red,0.534562448207505,5
EXR,color,blue,green,green,0.495523554309619,5
EXR,color,red,yellow,yellow,0.459427136614411,5
EXR,color,red,yellow,yellow,0.510441165849566,5
EXR,color,blue,red,red,0.519321470641205,5
EXR,color,yellow,red,red,0.516717561627627,5
EXR,color,red,yellow,yellow,0.56960818402222,5
EXR,color,blue,yellow,yellow,0.517154821597645,5
EXR,color,green,blue,blue,0.56764267310116,5
EXR,color,yellow,green,green,0.538890033933908,5
EXR,color,red,red,red,0.539824150974524,5
EXR,color,yellow,blue,blue,0.470389254749041,5
EXR,color,red,yellow,yellow,0.539700414564192,5
EXR,color,green,blue,blue,0.535093375605469,5
EXR,color,green,red,red,0.491615035920131,5
EXR,word,blue,yellow,blue,0.50982152182086,5
EXR,word,green,blue,green,0.527216799991943,5
EXR,word,red,blue,red,0.517053097421366,5
EXR,word,blue,green,blue,0.509637276488656,5
EXR,word,blue,blue,blue,0.433925511538578,5
EXR,word,yellow,red,yellow,0.565586592793985,5
EXR,word,green,red,green,0.484596933379519,5
EXR,word,green,blue,green,0.490814296386385,5
EXR,word,green,green,green,0.540697437764579,5
EXR,word,green,green,green,0.495397284060376,5
EXR,word,green,green,green,0.482180651018424,5
EXR,word,green,yellow,green,0.534413743076343,5
EXR,word,green,green,green,0.505169438641645,5
EXR,word,blue,red,blue,0.47865730290214,5
EXR,word,green,green,green,0.568932162190124,5
EXR,word,blue,green,blue,0.50367126326834,5
EXR,word,yellow,blue,yellow,0.489171703582253,5
EXR,word,green,green,green,0.471597468957816,5
EXR,word,green,yellow,green,0.503065672719567,5
EXR,word,blue,blue,blue,0.565574368080258,5
EXR,word,yellow,green,yellow,0.533975174713417,5
EXR,word,red,green,red,0.481482319833247,5
EXR,word,red,red,red,0.506814157107452,5
EXR,word,yellow,red,yellow,0.54180587580653,5
