effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,yellow,yellow,0.937575161067688,9
RLX,color,blue,yellow,yellow,0.913011057844566,9
RLX,color,green,yellow,yellow,0.766455742627245,9
RLX,color,yellow,blue,blue,0.813095648342099,9
RLX,color,yellow,yellow,yellow,0.597670362799704,9
RLX,color,blue,yellow,yellow,0.861857514628609,9
RLX,color,yellow,yellow,yellow,0.687488705536622,9
RLX,color,blue,yellow,yellow,0.815258485633017,9
RLX,color,red,yellow,yellow,0.805575563694612,9
RLX,color,red,red,red,0.656354087017635,9
RLX,color,green,red,red,0.762422977310055,9
RLX,color,green,green,green,0.633755518056615,9
RLX,color,green,yellow,yellow,0.877613487814682,9
RLX,color,blue,blue,blue,0.702224281261186,9
RLX,color,green,yellow,yellow,0.912902476721586,9
RLX,color,blue,red,red,0.879741337448707,9
RLX,color,yellow,green,green,0.844418427917052,9
RLX,color,red,red,red,0.678848335517195,9
RLX,color,yellow,red,red,0.781947373345891,9
RLX,color,yellow,green,green,0.818433171524638,9
RLX,color,blue,blue,blue,0.685171721717399,9
RLX,color,blue,blue,blue,0.677269649831844,9
RLX,color,red,red,red,0.618139921400536,9
RLX,color,blue,green,green,0.807665772083323,9
RLX,word,yellow,blue,yellow,0.740183984834121,9
RLX,word,red,yellow,red,0.796633987652631,9
RLX,word,blue,red,blue,0.822862552600823,9
RLX,word,yellow,blue,yellow,0.798471953291455,9
RLX,word,blue,yellow,blue,0.813500345595037,9
RLX,word,yellow,red,yellow,0.787492405124949,9
RLX,word,green,red,green,0.780130458681289,9
RLX,word,green,red,green,0.79550955609403,9
RLX,word,yellow,red,yellow,0.810113247411818,9
RLX,word,green,yellow,green,0.781325198171231,9
RLX,word,red,red,red,0.695940910636396,9
RLX,word,yellow,green,yellow,0.854013058681694,9
RLX,word,green,red,green,0.706239227534022,9
RLX,word,blue,blue,blue,0.671984958424624,9
RLX,word,yellow,blue,yellow,0.813676643189575,9
RLX,word,red,yellow,red,0.805675938453451,9
RLX,word,blue,blue,blue,0.778031289704963,9
RLX,word,red,green,red,0.855930467088218,9
RLX,word,green,blue,green,0.838304465348846,9
RLX,word,yellow,yellow,yellow,0.72510580909125,9
RLX,word,red,red,red,0.649364472067281,9
RLX,word,green,green,green,0.721742548072663,9
RLX,word,blue,blue,blue,0.679361924690587,9
RLX,word,yellow,green,yellow,0.715928739643712,9
EXR,color,yellow,green,green,0.571910270496102,9
EXR,color,yellow,yellow,yellow,0.56073541189831,9
EXR,color,green,blue,blue,0.509863917297174,9
EXR,color,blue,yellow,yellow,0.559711540721721,9
EXR,color,red,blue,blue,0.594098601332212,9
EXR,color,red,yellow,yellow,0.60671554437717,9
EXR,color,green,yellow,yellow,0.542145583324233,9
EXR,color,blue,green,green,0.530673530928817,9
EXR,color,yellow,green,green,0.626898354611054,9
EXR,color,green,green,green,0.571788401799945,9
EXR,color,yellow,yellow,yellow,0.547042810525156,9
EXR,color,yellow,red,red,0.564649644549626,9
EXR,color,green,red,red,0.553876557055833,9
EXR,color,blue,green,green,0.586110884205095,9
EXR,color,yellow,green,green,0.600375412728675,9
EXR,color,yellow,yellow,yellow,0.51301882999376,9
EXR,color,red,green,green,0.509404292015607,9
EXR,color,red,green,green,0.574264198755257,9
EXR,color,green,yellow,yellow,0.561920187850674,9
EXR,color,yellow,red,red,0.628693064931238,9
EXR,color,green,blue,blue,0.567928863414946,9
EXR,color,blue,green,green,0.565711515856079,9
EXR,color,green,green,green,0.532797814572558,9
EXR,color,yellow,blue,blue,0.631115598812572,9
EXR,word,red,blue,red,0.53126282354522,9
EXR,word,red,blue,red,0.667028921794145,9
EXR,word,green,red,green,0.645762210625699,9
EXR,word,red,green,red,0.586748531388951,9
EXR,word,blue,yellow,blue,0.565854612024137,9
EXR,word,green,yellow,green,0.609605521302616,9
EXR,word,blue,green,blue,0.605434714516026,9
EXR,word,yellow,green,yellow,0.492302371864008,9
EXR,word,green,yellow,green,0.540994230140885,9
EXR,word,yellow,yellow,yellow,0.519738087979391,9
EXR,word,red,blue,red,0.554528150157762,9
EXR,word,green,blue,green,0.61388414162519,9
EXR,word,green,green,green,0.517827977904727,9
EXR,word,red,blue,red,0.557166069032362,9
EXR,word,yellow,green,yellow,0.597464776316834,9
EXR,word,red,blue,red,0.474683313600338,9
EXR,word,blue,yellow,blue,0.628638555960034,9
EXR,word,blue,green,blue,0.502422545883155,9
EXR,word,yellow,red,yellow,0.568703486420034,9
EXR,word,red,red,red,0.560421721314214,9
EXR,word,green,green,green,0.573691435264131,9
EXR,word,red,red,red,0.593645604461161,9
EXR,word,green,green,green,0.516168840353904,9
EXR,word,blue,green,blue,0.61853095104922,9
