effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,yellow,green,green,1.31434396837512,13
RLX,color,red,yellow,yellow,1.24809108421834,13
RLX,color,blue,red,blue,0.911528269903419,13
RLX,color,yellow,green,green,1.34289682982054,13
RLX,color,red,red,red,1.01536019114425,13
RLX,color,yellow,yellow,yellow,0.812056897571346,13
RLX,color,green,yellow,yellow,1.30308717806122,13
RLX,color,green,yellow,yellow,1.26548809796424,13
RLX,color,blue,blue,blue,0.879187561524635,13
RLX,color,green,green,green,0.873285852944906,13
RLX,color,green,green,green,0.825275204951849,13
RLX,color,red,yellow,yellow,1.28474418258708,13
RLX,color,blue,yellow,yellow,1.32664175668692,13
RLX,color,red,yellow,yellow,1.27031914584132,13
RLX,color,red,yellow,yellow,1.50823661746467,13
RLX,color,yellow,blue,blue,1.15957140218507,13
RLX,color,red,green,green,1.29081691675584,13
RLX,color,yellow,green,green,1.4059331820237,13
RLX,color,green,red,red,1.1864103382907,13
RLX,color,red,yellow,yellow,1.1641066623396,13
RLX,color,yellow,green,green,1.29498402979947,13
RLX,color,yellow,yellow,yellow,0.8598978295452,13
RLX,color,blue,green,green,1.22293349534482,13
RLX,color,yellow,red,red,1.18285945575947,13
RLX,word,blue,blue,blue,0.878458119894984,13
RLX,word,yellow,green,yellow,0.968341605928319,13
RLX,word,blue,yellow,blue,0.901738882897535,13
RLX,word,red,green,red,0.963632740565335,13
RLX,word,red,yellow,red,0.943303224847234,13
RLX,word,red,blue,red,0.99559411205656,13
RLX,word,red,green,red,0.956513971277458,13
RLX,word,yellow,yellow,yellow,0.833826571857793,13
RLX,word,green,yellow,green,0.935822547452493,13
RLX,word,green,green,green,0.795968357996878,13
RLX,word,green,green,green,0.841778165255693,13
RLX,word,blue,red,blue,0.887026276092738,13
RLX,word,green,blue,green,0.872438860884526,13
RLX,word,green,red,green,0.937468422984338,13
RLX,word,yellow,blue,yellow,0.855182302707909,13
RLX,word,yellow,green,yellow,1.05425025820714,13
RLX,word,blue,green,blue,0.959913699320956,13
RLX,word,green,yellow,green,0.971744443068298,13
RLX,word,green,yellow,green,0.989948445044454,13
RLX,word,yellow,green,yellow,0.763863763577027,13
RLX,word,blue,green,blue,0.892468107360399,13
RLX,word,yellow,yellow,yellow,0.896383590602086,13
RLX,word,red,blue,red,0.955025619851225,13
RLX,word,red,blue,red,1.03466891032732,13
EXR,color,blue,red,red,1.02428552985957,13
EXR,color,blue,blue,blue,0.895158066580142,13
EXR,color,yellow,green,green,1.01844012460233,13
EXR,color,blue,green,green,1.16096963052187,13
EXR,color,yellow,green,green,1.06645389632837,13
EXR,color,red,green,green,1.01190373684085,13
EXR,color,blue,blue,blue,0.898105578139428,13
EXR,color,blue,blue,blue,0.828473797584016,13
EXR,color,yellow,red,red,1.10259962840921,13
EXR,color,yellow,red,red,1.11701058200571,13
EXR,color,red,green,green,1.08591980251402,13
EXR,color,blue,red,red,1.03136800218677,13
EXR,color,yellow,green,green,1.21147129506195,13
EXR,color,blue,blue,blue,0.902981867552252,13
EXR,color,yellow,red,red,1.00291152173684,13
EXR,color,blue,blue,blue,0.83520628070926,13
EXR,color,red,red,red,0.923038087148702,13
EXR,color,blue,green,green,1.0768280391624,13
EXR,color,blue,red,red,0.930502220822777,13
EXR,color,blue,green,green,1.069126214356,13
EXR,color,blue,green,green,1.14975349047837,13
EXR,color,blue,yellow,yellow,1.14615657144194,13
EXR,color,red,blue,blue,1.20730017415189,13
EXR,color,red,yellow,yellow,1.12386061059558,13
EXR,word,red,green,red,0.879124048140843,13
EXR,word,blue,green,blue,1.01114907308878,13
EXR,word,blue,yellow,blue,0.857816379939772,13
EXR,word,yellow,green,yellow,0.932093469661093,13
EXR,word,blue,yellow,blue,0.907325496962892,13
EXR,word,yellow,green,yellow,0.935065480115842,13
EXR,word,blue,red,blue,0.908064342460807,13
EXR,word,green,red,green,0.904875624842971,13
EXR,word,blue,yellow,blue,0.992640599079506,13
EXR,word,green,red,green,0.943463775270182,13
EXR,word,green,yellow,green,0.980933831431214,13
EXR,word,red,yellow,red,0.984625790105502,13
EXR,word,blue,yellow,blue,1.01383019883584,13
EXR,word,red,red,red,0.858727466671584,13
EXR,word,red,green,red,0.900986124321625,13
EXR,word,blue,blue,blue,0.909334055935161,13
EXR,word,yellow,yellow,yellow,0.908528602389359,13
EXR,word,red,red,red,0.98067415485108,13
EXR,word,blue,blue,blue,0.915347575784288,13
EXR,word,yellow,yellow,yellow,0.900381460839216,13
EXR,word,yellow,green,yellow,0.947226647480906,13
EXR,word,green,yellow,green,0.881001757132902,13
EXR,word,blue,yellow,blue,0.931363313982552,13
EXR,word,green,green,green,0.928484619900851,13
