effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,blue,blue,0.612017327809363,21
RLX,color,red,green,green,0.580220704654686,21
RLX,color,green,red,red,0.56009171364025,21
RLX,color,green,blue,blue,0.59818075049058,21
RLX,color,red,blue,blue,0.541191828035538,21
RLX,color,red,green,green,0.634268655043219,21
RLX,color,red,red,red,0.633587597313462,21
RLX,color,red,blue,blue,0.614495634461153,21
RLX,color,red,green,green,0.627800039329233,21
RLX,color,blue,blue,blue,0.637992499639643,21
RLX,color,yellow,blue,blue,0.539892136403936,21
RLX,color,yellow,red,red,0.595384534605094,21
RLX,color,yellow,green,green,0.557426494794577,21
RLX,color,red,yellow,yellow,0.668532212771213,21
RLX,color,green,green,green,0.602897572598198,21
RLX,color,blue,yellow,yellow,0.582132604270317,21
RLX,color,green,blue,blue,0.633093914105182,21
RLX,color,blue,red,red,0.633198324919912,21
RLX,color,green,red,red,0.648051010649212,21
RLX,color,red,green,green,0.642309137566337,21
RLX,color,green,green,green,0.638101290939223,21
RLX,color,red,red,red,0.597167310698193,21
RLX,color,green,yellow,yellow,0.602430377896244,21
RLX,color,green,blue,blue,0.562834803791962,21
RLX,word,green,blue,green,0.564085566545722,21
RLX,word,yellow,blue,yellow,0.638623123136687,21
RLX,word,green,green,green,0.611329472740851,21
RLX,word,blue,red,blue,0.660638443077681,21
RLX,word,blue,yellow,blue,0.695203663698581,21
RLX,word,red,red,red,0.634510001692734,21
RLX,word,red,blue,red,0.614139612773483,21
RLX,word,red,red,red,0.641748586467509,21
RLX,word,green,blue,green,0.701399437652368,21
RLX,word,red,yellow,red,0.615450989857026,21
RLX,word,green,green,green,0.618216482186771,21
RLX,word,red,red,red,0.574813303346725,21
RLX,word,blue,red,blue,0.627615777061288,21
RLX,word,green,green,green,0.570502455265999,21
RLX,word,blue,blue,blue,0.668396575342848,21
RLX,word,red,yellow,red,0.615604768222399,21
RLX,word,yellow,green,yellow,0.598172360225614,21
RLX,word,yellow,blue,yellow,0.644883427021622,21
RLX,word,yellow,blue,yellow,0.528380090584119,21
RLX,word,green,blue,green,0.576534181645377,21
RLX,word,green,yellow,green,0.635412393858224,21
RLX,word,yellow,green,yellow,0.593909810588387,21
RLX,word,red,blue,red,0.674051749364736,21
RLX,word,yellow,red,yellow,0.602392325930275,21
EXR,color,yellow,red,red,0.568060684162057,21
EXR,color,blue,green,green,0.561554512127268,21
EXR,color,blue,yellow,yellow,0.584854382027349,21
EXR,color,red,green,green,0.529774143852795,21
EXR,color,blue,yellow,yellow,0.518374735848765,21
EXR,color,blue,green,green,0.524218930721436,21
EXR,color,yellow,red,red,0.552274527611753,21
EXR,color,blue,yellow,yellow,0.655169369680612,21
EXR,color,yellow,red,red,0.537208645515065,21
EXR,color,blue,blue,blue,0.493046261451196,21
EXR,color,green,blue,blue,0.527453210652199,21
EXR,color,green,blue,blue,0.520347795217392,21
EXR,color,yellow,green,green,0.553078255561352,21
EXR,color,blue,yellow,yellow,0.565730641986502,21
EXR,color,green,red,red,0.664878964641171,21
EXR,color,red,blue,blue,0.529579160713221,21
EXR,color,blue,green,green,0.566221826247082,21
EXR,color,red,yellow,yellow,0.499587363136163,21
EXR,color,yellow,yellow,yellow,0.514196182218314,21
EXR,color,yellow,blue,blue,0.56459158622794,21
EXR,color,yellow,red,red,0.527220490657615,21
EXR,color,red,blue,blue,0.561843923588246,21
EXR,color,green,green,green,0.540631196427212,21
EXR,color,yellow,green,green,0.56277560952187,21
EXR,word,red,yellow,red,0.570340436489693,21
EXR,word,green,yellow,green,0.547203800411342,21
EXR,word,green,green,green,0.550334427713933,21
EXR,word,red,yellow,red,0.604321157187559,21
EXR,word,red,red,red,0.549136028308615,21
EXR,word,red,red,red,0.630367311729059,21
EXR,word,red,blue,red,0.58299408269641,21
EXR,word,blue,yellow,blue,0.570498727396162,21
EXR,word,green,blue,green,0.517674669525634,21
EXR,word,red,blue,red,0.502112887660689,21
EXR,word,green,blue,green,0.609826310789099,21
EXR,word,red,blue,red,0.548315961218256,21
EXR,word,green,red,green,0.503790379584541,21
EXR,word,blue,blue,blue,0.529544570473719,21
EXR,word,blue,red,blue,0.60378808017596,21
EXR,word,green,red,green,0.54099948542081,21
EXR,word,yellow,green,yellow,0.589690755884993,21
EXR,word,red,red,red,0.525136143115202,21
EXR,word,yellow,red,yellow,0.568727607044666,21
EXR,word,blue,blue,blue,0.544706763799964,21
EXR,word,blue,blue,blue,0.5141327795598,21
EXR,word,red,green,red,0.571777150050197,21
EXR,word,yellow,yellow,yellow,0.557209313196938,21
EXR,word,yellow,yellow,yellow,0.592669167418721,21
