effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,yellow,yellow,0.541649228638115,20
RLX,color,yellow,blue,blue,0.556848321053583,20
RLX,color,blue,blue,blue,0.555964745526746,20
RLX,color,green,blue,blue,0.623253886719007,20
RLX,color,green,yellow,yellow,0.667670422807617,20
RLX,color,red,yellow,yellow,0.587816261973007,20
RLX,color,yellow,yellow,yellow,0.548425232827213,20
RLX,color,yellow,red,red,0.625645701901698,20
RLX,color,blue,yellow,yellow,0.651458888890565,20
RLX,color,yellow,red,red,0.667846560139217,20
RLX,color,yellow,red,red,0.616793587989518,20
RLX,color,yellow,red,red,0.6602294443099,20
RLX,color,blue,green,green,0.636816462886819,20
RLX,color,red,blue,blue,0.633132990237693,20
RLX,color,green,yellow,yellow,0.622421248157373,20
RLX,color,blue,green,green,0.608561657683749,20
RLX,color,red,yellow,yellow,0.579470369082233,20
RLX,color,green,yellow,yellow,0.636927173072908,20
RLX,color,green,green,green,0.544822971085933,20
RLX,color,yellow,green,green,0.604900290246848,20
RLX,color,blue,red,red,0.512176796919534,20
RLX,color,yellow,blue,blue,0.582659298909962,20
RLX,color,red,blue,blue,0.550723837667114,20
RLX,color,green,red,red,0.608937510027477,20
RLX,word,blue,red,blue,0.544919742387814,20
RLX,word,blue,blue,blue,0.452692196685078,20
RLX,word,yellow,blue,yellow,0.508477636160165,20
RLX,word,green,green,green,0.498770929856397,20
RLX,word,green,red,green,0.558843506821468,20
RLX,word,blue,yellow,blue,0.5873103976222,20
RLX,word,red,red,red,0.559686387829378,20
RLX,word,yellow,yellow,yellow,0.48314934234247,20
RLX,word,blue,green,blue,0.617499751679204,20
RLX,word,blue,yellow,blue,0.568384936764637,20
RLX,word,yellow,yellow,yellow,0.593384162591282,20
RLX,word,blue,red,blue,0.611281788989475,20
RLX,word,yellow,green,yellow,0.56741257351421,20
RLX,word,yellow,red,yellow,0.54954736523233,20
RLX,word,yellow,blue,yellow,0.569758577899603,20
RLX,word,red,green,red,0.575200308074611,20
RLX,word,red,red,red,0.553621556696515,20
RLX,word,yellow,green,yellow,0.634529346103096,20
RLX,word,green,red,green,0.64665738175869,20
RLX,word,green,blue,green,0.561425164561723,20
RLX,word,blue,red,blue,0.601786180012922,20
RLX,word,green,blue,green,0.571420128297976,20
RLX,word,green,blue,green,0.579259000648325,20
RLX,word,red,red,red,0.509047374713321,20
EXR,color,yellow,blue,blue,0.568070886117485,20
EXR,color,red,yellow,yellow,0.600851550920914,20
EXR,color,green,blue,blue,0.574578229231922,20
EXR,color,green,red,red,0.622844913286021,20
EXR,color,red,yellow,yellow,0.586964550637903,20
EXR,color,yellow,blue,blue,0.598202388758736,20
EXR,color,red,green,green,0.524515308447082,20
EXR,color,red,green,green,0.57758155744895,20
EXR,color,blue,blue,blue,0.538713406088934,20
EXR,color,green,blue,blue,0.559024696841863,20
EXR,color,yellow,yellow,yellow,0.568678732439652,20
EXR,color,red,green,green,0.528906047971683,20
EXR,color,yellow,yellow,yellow,0.554295617146303,20
EXR,color,red,yellow,yellow,0.631911441331434,20
EXR,color,green,blue,blue,0.601113846542554,20
EXR,color,green,blue,blue,0.612660180861528,20
EXR,color,green,red,red,0.594599872905661,20
EXR,color,yellow,red,red,0.556237221531342,20
EXR,color,blue,blue,blue,0.591396587546143,20
EXR,color,yellow,yellow,yellow,0.648943065198427,20
EXR,color,green,yellow,yellow,0.508409635381456,20
EXR,color,yellow,blue,blue,0.565094723393787,20
EXR,color,red,blue,blue,0.537829006354241,20
EXR,color,green,green,green,0.582343491602073,20
EXR,word,yellow,red,yellow,0.650869179589234,20
EXR,word,yellow,blue,yellow,0.599726441626234,20
EXR,word,yellow,blue,yellow,0.606980148957258,20
EXR,word,red,red,red,0.578713583921103,20
EXR,word,green,green,green,0.602931245824912,20
EXR,word,green,red,green,0.538618606529081,20
EXR,word,red,yellow,yellow,0.615514365791432,20
EXR,word,red,red,red,0.520755508265111,20
EXR,word,blue,yellow,blue,0.664010081751133,20
EXR,word,blue,yellow,blue,0.592477178171639,20
EXR,word,red,red,red,0.561479356770834,20
EXR,word,yellow,blue,yellow,0.614677301780838,20
EXR,word,red,green,red,0.500137634351039,20
EXR,word,red,green,red,0.511234891644085,20
EXR,word,green,green,green,0.544966434759618,20
EXR,word,yellow,red,yellow,0.567201078134665,20
EXR,word,blue,green,blue,0.549623702692115,20
EXR,word,red,green,red,0.662519406848154,20
EXR,word,red,green,red,0.580121287009532,20
EXR,word,yellow,yellow,yellow,0.540623517715323,20
EXR,word,yellow,red,yellow,0.598873675617246,20
EXR,word,yellow,yellow,yellow,0.541858139094732,20
EXR,word,yellow,yellow,yellow,0.559440318637538,20
EXR,word,blue,red,blue,0.5725389908265,20
