effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,yellow,blue,blue,0.659299086549799,10
RLX,color,green,yellow,yellow,0.677705386648946,10
RLX,color,blue,blue,blue,0.754064675805032,10
RLX,color,green,yellow,yellow,0.719585050130807,10
RLX,color,blue,red,red,0.663378216568243,10
RLX,color,yellow,blue,blue,0.716712601881812,10
RLX,color,green,green,green,0.610881549551075,10
RLX,color,yellow,blue,blue,0.638351016850353,10
RLX,color,red,blue,blue,0.73030367265601,10
RLX,color,blue,yellow,yellow,0.627669275045924,10
RLX,color,green,yellow,yellow,0.687465513894646,10
RLX,color,yellow,red,red,0.758883762747893,10
RLX,color,blue,red,red,0.664576918735015,10
RLX,color,yellow,green,green,0.813542865766326,10
RLX,color,yellow,blue,blue,0.757072760605351,10
RLX,color,green,yellow,yellow,0.636059847616247,10
RLX,color,yellow,red,red,0.748741509985766,10
RLX,color,yellow,red,red,0.641833216318452,10
RLX,color,red,green,green,0.65591459159309,10
RLX,color,red,green,green,0.793817674964876,10
RLX,color,green,green,green,0.718432949505195,10
RLX,color,red,blue,blue,0.799310821559221,10
RLX,color,yellow,blue,blue,0.761398410071941,10
RLX,color,blue,green,green,0.7161155514659,10
RLX,word,green,green,green,0.679111703205554,10
RLX,word,blue,red,blue,0.711764963278368,10
RLX,word,blue,yellow,blue,0.698232683110039,10
RLX,word,yellow,blue,yellow,0.719090540068734,10
RLX,word,blue,blue,blue,0.593641372644609,10
RLX,word,yellow,red,yellow,0.664246670683096,10
RLX,word,green,red,green,0.707100450402088,10
RLX,word,blue,green,blue,0.671220159477132,10
RLX,word,blue,blue,blue,0.68595011806947,10
RLX,word,red,blue,red,0.746431848126336,10
RLX,word,green,blue,green,0.654806530515649,10
RLX,word,blue,green,blue,0.745120079263017,10
RLX,word,yellow,yellow,yellow,0.698826367446095,10
RLX,word,red,green,red,0.678868836040296,10
RLX,word,yellow,red,yellow,0.680219054615408,10
RLX,word,red,yellow,red,0.602334249435603,10
RLX,word,yellow,yellow,yellow,0.70903484317158,10
RLX,word,red,green,red,0.755804228324774,10
RLX,word,blue,blue,blue,0.710711373786345,10
RLX,word,blue,blue,blue,0.629007546437609,10
RLX,word,blue,blue,blue,0.653795866554497,10
RLX,word,blue,green,blue,0.64851895220632,10
RLX,word,red,blue,red,0.627463860608327,10
RLX,word,green,red,green,0.660547917095559,10
EXR,color,yellow,yellow,yellow,0.608500132644663,10
EXR,color,green,blue,blue,0.68987605580559,10
EXR,color,blue,blue,blue,0.60156891755245,10
EXR,color,yellow,blue,blue,0.603311712754618,10
EXR,color,green,green,green,0.632518988794978,10
EXR,color,blue,yellow,yellow,0.692618198888604,10
EXR,color,yellow,blue,blue,0.590037649250115,10
EXR,color,blue,green,green,0.544092418787916,10
EXR,color,green,red,red,0.615576166270243,10
EXR,color,green,yellow,yellow,0.626826859970558,10
EXR,color,red,blue,blue,0.584813845600984,10
EXR,color,blue,red,red,0.614292113870368,10
EXR,color,green,red,red,0.606581379333727,10
EXR,color,yellow,blue,blue,0.666364876464004,10
EXR,color,red,yellow,yellow,0.644133631025336,10
EXR,color,blue,yellow,yellow,0.681051501475841,10
EXR,color,yellow,red,red,0.600231042217267,10
EXR,color,green,green,green,0.636038362931722,10
EXR,color,blue,yellow,yellow,0.582791743045273,10
EXR,color,red,red,red,0.622485065464892,10
EXR,color,green,yellow,yellow,0.630761622446188,10
EXR,color,green,blue,blue,0.611928340100313,10
EXR,color,yellow,green,green,0.666334739238488,10
EXR,color,blue,red,red,0.666511301640951,10
EXR,word,yellow,blue,yellow,0.620075710111392,10
EXR,word,green,red,green,0.637488665963566,10
EXR,word,green,red,green,0.624937627954955,10
EXR,word,red,red,red,0.602587850648385,10
EXR,word,green,blue,green,0.589268419207428,10
EXR,word,red,yellow,red,0.609821687699608,10
EXR,word,red,green,red,0.599714102857014,10
EXR,word,yellow,green,yellow,0.659830118171596,10
EXR,word,red,green,red,0.618612452861845,10
EXR,word,red,blue,red,0.662610849028649,10
EXR,word,blue,green,blue,0.661815836472422,10
EXR,word,blue,red,blue,0.621038380354287,10
EXR,word,green,red,green,0.558082983456518,10
EXR,word,blue,yellow,blue,0.666554436747799,10
EXR,word,blue,green,blue,0.64226090869536,10
EXR,word,yellow,blue,yellow,0.641830132444453,10
EXR,word,blue,red,blue,0.720126115681092,10
EXR,word,yellow,green,yellow,0.5844737995362,10
EXR,word,yellow,blue,yellow,0.703307812340322,10
EXR,word,green,blue,green,0.594602091606981,10
EXR,word,blue,blue,blue,0.584388382579699,10
EXR,word,blue,blue,blue,0.590072529561089,10
EXR,word,yellow,green,yellow,0.662104013451013,10
EXR,word,blue,red,blue,0.600309555682668,10
