effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,yellow,yellow,yellow,0.778045813197521,17
RLX,color,blue,yellow,yellow,0.860755419516748,17
RLX,color,red,yellow,yellow,0.699575508998254,17
RLX,color,blue,red,red,0.762151319714295,17
RLX,color,yellow,blue,blue,0.709106406211303,17
RLX,color,red,red,red,0.84233037958408,17
RLX,color,blue,yellow,yellow,0.758026352673124,17
RLX,color,red,yellow,yellow,0.740608003501606,17
RLX,color,green,yellow,yellow,0.777861941317475,17
RLX,color,green,green,green,0.74815195623174,17
RLX,color,blue,yellow,yellow,0.835256661814722,17
RLX,color,green,green,green,0.74219322879067,17
RLX,color,yellow,red,red,0.766843427125951,17
RLX,color,green,blue,blue,0.786492080307597,17
RLX,color,blue,blue,blue,0.780351589911756,17
RLX,color,red,green,green,0.738361275213301,17
RLX,color,green,blue,blue,0.769934670727241,17
RLX,color,yellow,blue,blue,0.788965630458641,17
RLX,color,green,yellow,yellow,0.712334930369485,17
RLX,color,yellow,yellow,yellow,0.722957785564742,17
RLX,color,green,red,red,0.766684268265638,17
RLX,color,yellow,yellow,yellow,0.812400496321582,17
RLX,color,blue,blue,blue,0.758757155705168,17
RLX,color,yellow,red,red,0.849912522254045,17
RLX,word,red,green,red,0.712554816667635,17
RLX,word,yellow,green,yellow,0.802442767515002,17
RLX,word,yellow,red,yellow,0.797561343482793,17
RLX,word,red,green,red,0.744915202488569,17
RLX,word,blue,yellow,blue,0.752617281152675,17
RLX,word,blue,yellow,red,0.797981620208146,17
RLX,word,red,red,red,0.721365731036153,17
RLX,word,red,blue,red,0.75831705408354,17
RLX,word,yellow,red,yellow,0.741024144463779,17
RLX,word,red,red,red,0.759770676175878,17
RLX,word,red,blue,red,0.763286680680435,17
RLX,word,red,blue,red,0.734185501213516,17
RLX,word,blue,yellow,blue,0.744277613392307,17
RLX,word,yellow,red,yellow,0.742441220547558,17
RLX,word,blue,blue,blue,0.755434314383337,17
RLX,word,green,yellow,green,0.753050800625742,17
RLX,word,green,red,green,0.752575211597725,17
RLX,word,green,red,green,0.736943352117502,17
RLX,word,blue,yellow,blue,0.694268149312442,17
RLX,word,green,red,green,0.773022576027934,17
RLX,word,yellow,yellow,yellow,0.809282567145963,17
RLX,word,blue,green,blue,0.713559305069854,17
RLX,word,green,red,green,0.783574032335338,17
RLX,word,yellow,blue,yellow,0.775391163346065,17
EXR,color,blue,green,green,0.749854036457049,17
EXR,color,blue,green,green,0.647484810723785,17
EXR,color,yellow,red,red,0.756119433249995,17
EXR,color,red,red,red,0.656219209295723,17
EXR,color,yellow,blue,blue,0.608279115803585,17
EXR,color,blue,red,red,0.726763746406873,17
EXR,color,blue,green,green,0.723723935763743,17
EXR,color,red,green,green,0.676412542452775,17
EXR,color,red,blue,blue,0.618945554115754,17
EXR,color,yellow,green,green,0.64679528636428,17
EXR,color,yellow,green,green,0.736389935980714,17
EXR,color,green,yellow,yellow,0.622910463003246,17
EXR,color,red,yellow,yellow,0.650673575441312,17
EXR,color,yellow,blue,blue,0.720171404931312,17
EXR,color,green,yellow,yellow,0.646405415895344,17
EXR,color,blue,blue,blue,0.692586679990762,17
EXR,color,green,yellow,yellow,0.684783306811391,17
EXR,color,blue,blue,blue,0.740065354292214,17
EXR,color,red,blue,blue,0.689861316935371,17
EXR,color,red,yellow,yellow,0.722354624616748,17
EXR,color,blue,blue,blue,0.648282191416126,17
EXR,color,blue,red,red,0.709847387215871,17
EXR,color,blue,blue,blue,0.650657532306053,17
EXR,color,green,red,red,0.695702581239751,17
EXR,word,green,yellow,green,0.727331366660777,17
EXR,word,red,red,red,0.614744271082678,17
EXR,word,blue,green,blue,0.6207204692448,17
EXR,word,yellow,red,yellow,0.68380118233492,17
EXR,word,green,yellow,green,0.612408415174918,17
EXR,word,green,red,green,0.658388598579012,17
EXR,word,blue,yellow,blue,0.691903314880728,17
EXR,word,blue,yellow,blue,0.60145951810811,17
EXR,word,green,red,green,0.713120363184669,17
EXR,word,yellow,red,yellow,0.650977862583053,17
EXR,word,blue,green,blue,0.657885672525907,17
EXR,word,yellow,green,yellow,0.695837609751801,17
EXR,word,red,green,red,0.615161053769342,17
EXR,word,blue,yellow,blue,0.641643698606913,17
EXR,word,green,blue,green,0.692626110981089,17
EXR,word,blue,red,blue,0.68654572366901,17
EXR,word,green,red,green,0.691075619247658,17
EXR,word,green,blue,green,0.670426389268292,17
EXR,word,red,yellow,red,0.665178910784283,17
EXR,word,green,green,green,0.588291997231308,17
EXR,word,blue,red,blue,0.729918332883042,17
EXR,word,yellow,green,yellow,0.634776219646967,17
EXR,word,blue,red,blue,0.634244330377395,17
EXR,word,green,green,green,0.720343262713777,17
