effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,yellow,yellow,0.757263114604859,14
RLX,color,green,blue,blue,0.78826851721802,14
RLX,color,yellow,green,green,0.746682038441803,14
RLX,color,yellow,blue,blue,0.784198167327883,14
RLX,color,blue,yellow,yellow,0.748263981361031,14
RLX,color,yellow,yellow,yellow,0.801256575450943,14
RLX,color,blue,yellow,yellow,0.74356729538821,14
RLX,color,green,yellow,yellow,0.728610643864757,14
RLX,color,red,red,red,0.852399998362086,14
RLX,color,green,blue,blue,0.722887745393173,14
RLX,color,red,yellow,yellow,0.754123538467259,14
RLX,color,red,yellow,yellow,0.772105236224802,14
RLX,color,yellow,red,red,0.748873786855963,14
RLX,color,red,green,green,0.758484962263581,14
RLX,color,blue,green,green,0.752218331955138,14
RLX,color,blue,red,red,0.653975513941936,14
RLX,color,green,yellow,yellow,0.732162397670333,14
RLX,color,blue,blue,blue,0.748719638332313,14
RLX,color,red,green,green,0.721819424628187,14
RLX,color,yellow,blue,blue,0.782531056798744,14
RLX,color,blue,green,green,0.686239867242947,14
RLX,color,blue,green,green,0.73795661995549,14
RLX,color,blue,blue, ,0.727702498009595,14
RLX,color,green,blue,blue,0.793493213255266,14
RLX,word,yellow,green,yellow,0.770616138082389,14
RLX,word,yellow,blue,yellow,0.743252542893088,14
RLX,word,yellow,blue,yellow,0.754021067220293,14
RLX,word,red,red,red,0.755012445233264,14
RLX,word,blue,red,blue,0.809234499137212,14
RLX,word,green,green,green,0.747282633827182,14
RLX,word,yellow,blue,yellow,0.775522897402422,14
RLX,word,red,blue,red,0.781478197276632,14
RLX,word,yellow,red,yellow,0.75760636438956,14
RLX,word,blue,blue,blue,0.745796183671285,14
RLX,word,blue,yellow,blue,0.790338129264015,14
RLX,word,green,green,green,0.742805145688312,14
RLX,word,red,yellow,red,0.729743816256315,14
RLX,word,yellow,red,yellow,0.791543758701185,14
RLX,word,blue,red,blue,0.695003181600019,14
RLX,word,green,green,green,0.739257722125134,14
RLX,word,blue,red,blue,0.728262845522753,14
RLX,word,blue,blue,blue,0.748976377007153,14
RLX,word,yellow,red,yellow,0.788485488795363,14
RLX,word,red,red,red,0.793855583024753,14
RLX,word,green,red,green,0.769435217253521,14
RLX,word,yellow,yellow,yellow,0.697741317911729,14
RLX,word,green,green,green,0.738102710051822,14
RLX,word,red,yellow,red,0.749515240693502,14
EXR,color,yellow,red,red,0.657462215186241,14
EXR,color,red,yellow,yellow,0.632353444403936,14
EXR,color,red,red,red,0.561930147545513,14
EXR,color,blue,green,green,0.690642462025969,14
EXR,color,red,yellow,yellow,0.603685590689207,14
EXR,color,blue,blue,blue,0.578775916758457,14
EXR,color,yellow,red,red,0.635974400272858,14
EXR,color,yellow,blue,blue,0.691867499060772,14
EXR,color,blue,red,red,0.59076626037057,14
EXR,color,red,red,red,0.556414976887554,14
EXR,color,yellow,blue,blue,0.606788388301316,14
EXR,color,green,green,green,0.595030057963425,14
EXR,color,blue,red,red,0.691633323505246,14
EXR,color,green,blue,blue,0.579046180413183,14
EXR,color,blue,blue,blue,0.643286848790686,14
EXR,color,yellow,yellow,yellow,0.584765898519559,14
EXR,color,blue,blue,blue,0.623732581787203,14
EXR,color,yellow,green,green,0.586697506497886,14
EXR,color,green,green,green,0.580118115404606,14
EXR,color,blue,green,green,0.655562208026896,14
EXR,color,green,green,green,0.590100786756076,14
EXR,color,red,blue,blue,0.718727120628229,14
EXR,color,yellow,blue,blue,0.555207065309037,14
EXR,color,yellow,green,green,0.672300234009129,14
EXR,word,red,red,red,0.599880421626302,14
EXR,word,yellow,red,yellow,0.651458577208206,14
EXR,word,yellow,red,yellow,0.663315409002952,14
EXR,word,green,yellow,green,0.584439629911707,14
EXR,word,red,red,red,0.583717299136275,14
EXR,word,yellow,red,yellow,0.648812422716911,14
EXR,word,yellow,yellow,yellow,0.594699690751584,14
EXR,word,yellow,yellow,yellow,0.605975686534713,14
EXR,word,green,red,green,0.687235027011982,14
EXR,word,yellow,red,yellow,0.613681204448004,14
EXR,word,green,yellow,green,0.617243195386182,14
EXR,word,green,yellow,green,0.680173292960165,14
EXR,word,green,green,green,0.566795673618749,14
EXR,word,red,blue,red,0.583111310355083,14
EXR,word,green,blue,green,0.633730947203241,14
EXR,word,green,red,green,0.692079550399579,14
EXR,word,blue,red,blue,0.574594377869516,14
EXR,word,green,yellow,green,0.625780467817354,14
EXR,word,red,green,red,0.673821711728719,14
EXR,word,blue,green,blue,0.719195863714087,14
EXR,word,yellow,blue,yellow,0.608658908132362,14
EXR,word,yellow,green,yellow,0.625515020541818,14
EXR,word,blue,blue,blue,0.654035408471375,14
EXR,word,green,blue,green,0.623755401834922,14
