effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,yellow,blue,blue,0.76853004134117,8
RLX,color,red,blue,blue,0.747607805469043,8
RLX,color,blue,blue,blue,0.81508390980521,8
RLX,color,yellow,blue,blue,0.690370973377129,8
RLX,color,green,green,green,0.757680919711008,8
RLX,color,yellow,red,red,0.753245585329193,8
RLX,color,yellow,yellow,yellow,0.72487115849429,8
RLX,color,blue,yellow,yellow,0.68767944040775,8
RLX,color,blue,red,red,0.793428476270635,8
RLX,color,green,yellow,yellow,0.844346032456833,8
RLX,color,blue,green,green,0.785996875134329,8
RLX,color,yellow,yellow,yellow,0.775467722530943,8
RLX,color,blue,red,red,0.689628592906113,8
RLX,color,red,yellow,yellow,0.772601645224744,8
RLX,color,blue,red,red,0.816856226147674,8
RLX,color,yellow,red,red,0.785583964537903,8
RLX,color,green,blue,blue,0.750705983632259,8
RLX,color,red,blue,blue,0.730441641048464,8
RLX,color,blue,red,red,0.771404200390226,8
RLX,color,blue,green,green,0.697982356514366,8
RLX,color,red,green,green,0.681754198375367,8
RLX,color,yellow,yellow,yellow,0.668943452785833,8
RLX,color,yellow,blue,blue,0.730131658262433,8
RLX,color,green,green,green,0.705381449906005,8
RLX,word,yellow,yellow,yellow,0.71968340976701,8
RLX,word,blue,yellow,blue,0.77297705120949,8
RLX,word,red,green,red,0.688087157069217,8
RLX,word,yellow,blue,yellow,0.742666378829161,8
RLX,word,yellow,green,yellow,0.776396083760233,8
RLX,word,green,yellow,green,0.766544586600318,8
RLX,word,red,green,red,0.720882493502144,8
RLX,word,red,blue,red,0.769181781905691,8
RLX,word,yellow,green,yellow,0.709850940053368,8
RLX,word,yellow,blue,yellow,0.6934775621448,8
RLX,word,red,blue,red,0.758440961273515,8
RLX,word,green,green,green,0.778697173971649,8
RLX,word,blue,blue,blue,0.763434078875526,8
RLX,word,blue,yellow,blue,0.700043147959149,8
RLX,word,blue,yellow,blue,0.771902154799077,8
RLX,word,green,red,green,0.750778698901579,8
RLX,word,red,red,red,0.744959896030544,8
RLX,word,red,red,green,2.92124914406504,8
RLX,word,blue,red,blue,0.731742226268247,8
RLX,word,yellow,yellow,yellow,0.791816532653129,8
RLX,word,blue,red,blue,0.719043673635216,8
RLX,word,yellow,blue,yellow,0.7093108012955,8
RLX,word,green,green,green,0.751671507815945,8
RLX,word,yellow,yellow,yellow,0.767513446320642,8
EXR,color,yellow,green,green,0.783208380089614,8
EXR,color,red,yellow,yellow,0.728413317307503,8
EXR,color,yellow,green,green,0.759976980190005,8
EXR,color,blue,green,green,0.723314514761369,8
EXR,color,green,blue,blue,0.774081042012852,8
EXR,color,red,green,green,0.685064363556765,8
EXR,color,blue,blue,green,0.674422462170023,8
EXR,color,red,red,red,0.708883183313842,8
EXR,color,red,blue,blue,0.853991319029884,8
EXR,color,red,blue,blue,0.823986185923363,8
EXR,color,red,green,green,0.776424650621034,8
EXR,color,green,blue,blue,0.733548845677722,8
EXR,color,green,yellow,yellow,0.720580829374326,8
EXR,color,blue,yellow,yellow,0.730716497974399,8
EXR,color,red,yellow,yellow,0.753790622389438,8
EXR,color,blue,blue,blue,0.815164764948,8
EXR,color,yellow,red,red,0.773582870170907,8
EXR,color,red,yellow,yellow,0.811806691226279,8
EXR,color,yellow,green,green,0.690012860258922,8
EXR,color,blue,blue,blue,0.646391336637021,8
EXR,color,yellow,red,red,0.72578542986325,8
EXR,color,red,green,green,0.686631585187281,8
EXR,color,red,green,green,0.753511645868783,8
EXR,color,red,blue,blue,0.681302889490361,8
EXR,word,blue,yellow,blue,0.762146485913794,8
EXR,word,red,blue,red,0.723520372874124,8
EXR,word,green,green,green,0.759108887344078,8
EXR,word,red,yellow,red,0.769112619913567,8
EXR,word,blue,red,blue,0.72495309237722,8
EXR,word,green,blue,green,0.697613533256144,8
EXR,word,red,yellow,red,0.722211511645309,8
EXR,word,green,yellow,green,0.728782531457278,8
EXR,word,red,blue,red,0.772925616386247,8
EXR,word,yellow,yellow,yellow,0.743419859545225,8
EXR,word,red,red,red,0.787834585801025,8
EXR,word,red,yellow,red,0.708077775388091,8
EXR,word,blue,blue,blue,0.763455776272914,8
EXR,word,blue,green,blue,0.781550132793647,8
EXR,word,green,yellow,green,0.768918080008065,8
EXR,word,blue,yellow,blue,0.7078012051964,8
EXR,word,green,red,green,0.767461447930029,8
EXR,word,green,green,green,0.715546007577568,8
EXR,word,blue,blue,blue,0.742514691531697,8
EXR,word,blue,green,blue,0.71936657926456,8
EXR,word,green,yellow,green,0.787765851780621,8
EXR,word,blue,green,blue,0.663791552489815,8
EXR,word,yellow,green,yellow,0.75113625310535,8
EXR,word,red,red,red,0.735368724325603,8
