effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,red,green,green,0.7520306231134,16
RLX,color,red,green,green,0.734622420768251,16
RLX,color,yellow,red,red,0.821174855283007,16
RLX,color,red,green,green,0.774408647006355,16
RLX,color,yellow,yellow,yellow,0.559526848826694,16
RLX,color,red,yellow,green,0.76740082320206,16
RLX,color,green,red,red,0.725750845835007,16
RLX,color,blue,red,red,0.674604702459162,16
RLX,color,red,blue,blue,0.64899061401224,16
RLX,color,yellow,red,red,0.768301155081727,16
RLX,color,red,green,green,0.688527488433213,16
RLX,color,green,blue,blue,0.751432479885641,16
RLX,color,yellow,red,red,0.752869799191561,16
RLX,color,red,red,red,0.637099873284961,16
RLX,color,blue,yellow,yellow,0.767302710814603,16
RLX,color,red,green,green,0.757507747392008,16
RLX,color,red,red,red,0.573839046139325,16
RLX,color,red,blue,blue,0.760370292572598,16
RLX,color,blue,blue,blue,0.671374506440907,16
RLX,color,green,blue,blue,0.67722202953267,16
RLX,color,green,red,red,0.742114828098632,16
RLX,color,green,red,yellow,0.680798896425009,16
RLX,color,blue,green,green,0.693781801227377,16
RLX,color,blue,blue,blue,0.634791917635533,16
RLX,word,yellow,yellow,yellow,0.648185504515161,16
RLX,word,red,yellow,red,0.629384425031901,16
RLX,word,yellow,yellow,yellow,0.620168929536179,16
RLX,word,red,blue,red,0.645526826622832,16
RLX,word,red,blue,red,0.628575598367005,16
RLX,word,green,yellow,green,0.655626081324351,16
RLX,word,yellow,yellow,yellow,0.550278294504876,16
RLX,word,green,blue,green,0.664573536787792,16
RLX,word,red,yellow,red,0.70978456294675,16
RLX,word,blue,red,blue,0.686655368248755,16
RLX,word,green,green,green,0.673968054089435,16
RLX,word,yellow,green,yellow,0.646773223822459,16
RLX,word,blue,green,blue,0.587844487368763,16
RLX,word,yellow,blue,yellow,0.649971861238184,16
RLX,word,yellow,red,yellow,0.685839528405647,16
RLX,word,green,yellow,green,0.62407556075686,16
RLX,word,red,blue,red,0.770551833139372,16
RLX,word,green,red,green,0.662015129078621,16
RLX,word,blue,blue,blue,0.572877647053361,16
RLX,word,red,blue,red,0.626876165220803,16
RLX,word,green,green,green,0.582086721008822,16
RLX,word,green,blue,green,0.688226704919302,16
RLX,word,blue,green,blue,0.627213310413862,16
RLX,word,blue,green,blue,0.665332252184759,16
EXR,color,red,yellow,yellow,0.528811300782532,16
EXR,color,red,blue,blue,0.585994945789767,16
EXR,color,yellow,blue,blue,0.582499517119933,16
EXR,color,yellow,blue,blue,0.559218651214016,16
EXR,color,green,yellow,yellow,0.540867896728718,16
EXR,color,green,yellow,yellow,0.558640347760513,16
EXR,color,red,blue,blue,0.510959380433433,16
EXR,color,blue,blue,blue,0.518561004284875,16
EXR,color,blue,yellow,yellow,0.537828177330192,16
EXR,color,red,blue,blue,0.582737703390523,16
EXR,color,green,red,red,0.595925715982278,16
EXR,color,green,green,green,0.607103610300667,16
EXR,color,blue,blue,blue,0.583213199829394,16
EXR,color,green,blue,blue,0.541287920155163,16
EXR,color,yellow,green,green,0.532681666032777,16
EXR,color,yellow,yellow,yellow,0.56517800508961,16
EXR,color,green,yellow,yellow,0.522285668052677,16
EXR,color,green,red,red,0.568251899374766,16
EXR,color,blue,green,green,0.552581536954321,16
EXR,color,red,yellow,yellow,0.596018250030414,16
EXR,color,red,yellow,yellow,0.567507629338416,16
EXR,color,red,red,red,0.561343705217377,16
EXR,color,red,yellow,yellow,0.557841488751184,16
EXR,color,yellow,yellow,yellow,0.618265182517358,16
EXR,word,blue,red,blue,0.532695023677628,16
EXR,word,green,green,green,0.558780755446003,16
EXR,word,green,blue,green,0.657726542003896,16
EXR,word,yellow,blue,yellow,0.611338488026832,16
EXR,word,yellow,green,yellow,0.483442660869745,16
EXR,word,red,blue,red,0.556977740659482,16
EXR,word,red,green,red,0.541221650745751,16
EXR,word,blue,yellow,blue,0.582241403800475,16
EXR,word,yellow,red,yellow,0.54017087693363,16
EXR,word,blue,red,blue,0.563190959218478,16
EXR,word,blue,yellow,blue,0.575657489732476,16
EXR,word,blue,blue,blue,0.53930446628462,16
EXR,word,green,green,green,0.57709132203833,16
EXR,word,yellow,blue,yellow,0.626098222909651,16
EXR,word,green,blue,green,0.542259762107612,16
EXR,word,red,yellow,red,0.595295413597108,16
EXR,word,green,blue,green,0.573454085356853,16
EXR,word,yellow,yellow,yellow,0.634463102329063,16
EXR,word,red,blue,red,0.581297845518975,16
EXR,word,blue,yellow,blue,0.553494402014191,16
EXR,word,blue,red,blue,0.634981742107634,16
EXR,word,yellow,red,yellow,0.597052001924822,16
EXR,word,red,blue,red,0.566863774498009,16
EXR,word,yellow,blue,yellow,0.627410343133197,16
