effort,task,word,color,pressed_key,keyWord_rt,participant
RLX,color,blue,yellow,yellow,0.741459971631199,3
RLX,color,blue,green,green,0.739959710859068,3
RLX,color,green,green,green,0.6553694659913,3
RLX,color,yellow,yellow,yellow,0.604932787842888,3
RLX,color,blue,yellow,yellow,0.728935830082153,3
RLX,color,green,green,green,0.615085778879932,3
RLX,color,red,blue,blue,0.727398043869507,3
RLX,color,yellow,green,green,0.744508795290497,3
RLX,color,red,blue,blue,0.744072258643935,3
RLX,color,green,blue,blue,0.673928159383887,3
RLX,color,red,red,red,0.694008996990706,3
RLX,color,red,yellow,yellow,0.68137402202107,3
RLX,color,green,red,red,0.746574223203436,3
RLX,color,red,green,green,0.763158386935338,3
RLX,color,yellow,blue,blue,0.812134428968918,3
RLX,color,yellow,red,red,0.646511023920571,3
RLX,color,green,red,red,0.77401743386823,3
RLX,color,yellow,yellow,yellow,0.671448776663704,3
RLX,color,green,yellow,yellow,0.731471770325671,3
RLX,color,green,green,green,0.654860453657472,3
RLX,color,yellow,red,red,0.745757277378857,3
RLX,color,blue,red,red,0.723139285422457,3
RLX,color,yellow,yellow,yellow,0.652557795072576,3
RLX,color,green,green,green,0.655835219698957,3
RLX,word,red,blue,red,0.651103488088022,3
RLX,word,red,blue,red,0.730418981002322,3
RLX,word,blue,red,blue,0.709912264283272,3
RLX,word,blue,blue,blue,0.692369545082307,3
RLX,word,blue,blue,blue,0.636054471299018,3
RLX,word,yellow,blue,yellow,0.685400768353781,3
RLX,word,red,red,red,0.615887091356984,3
RLX,word,blue,green,blue,0.670977658049916,3
RLX,word,blue,blue,blue,0.638392743488955,3
RLX,word,red,red,red,0.663627331697422,3
RLX,word,red,green,red,0.709939555370776,3
RLX,word,green,yellow,green,0.74070295093218,3
RLX,word,red,green,red,0.657066890249155,3
RLX,word,yellow,red,yellow,0.71547999396687,3
RLX,word,yellow,green,yellow,0.751828018339069,3
RLX,word,red,green,red,0.745969305035139,3
RLX,word,green,red,green,0.635841522503761,3
RLX,word,blue,green,blue,0.735354999588783,3
RLX,word,yellow,yellow,yellow,0.67117136119603,3
RLX,word,red,green,red,0.765814699827163,3
RLX,word,green,red,green,0.744478245049867,3
RLX,word,blue,blue,blue,0.663659732186136,3
RLX,word,red,green,red,0.714398664303273,3
RLX,word,green,red,green,0.725260187829087,3
EXR,color,red,red,red,0.631011655363853,3
EXR,color,yellow,blue,blue,0.738627724518841,3
EXR,color,blue,green,green,0.698086906560151,3
EXR,color,yellow,yellow,yellow,0.527998386247167,3
EXR,color,green,yellow,yellow,0.727878693262773,3
EXR,color,red,green,green,0.710256706287353,3
EXR,color,blue,yellow,yellow,0.674704196488793,3
EXR,color,yellow,yellow,yellow,0.679175948524011,3
EXR,color,yellow,blue,blue,0.645241704843707,3
EXR,color,blue,yellow,yellow,0.742883832700382,3
EXR,color,green,green,green,0.54447362577317,3
EXR,color,green,blue,blue,0.647816506446736,3
EXR,color,green,red,red,0.617173281868712,3
EXR,color,red,blue,blue,0.687868632113859,3
EXR,color,blue,red,red,0.679380190193779,3
EXR,color,green,green,green,0.560189206305592,3
EXR,color,yellow,blue,blue,0.608196960952043,3
EXR,color,yellow,blue,blue,0.561063246204153,3
EXR,color,blue,blue,blue,0.549700937293795,3
EXR,color,green,green,green,0.533424547466975,3
EXR,color,red,blue,blue,0.692115052051557,3
EXR,color,green,green,green,0.624102703536047,3
EXR,color,yellow,blue,blue,0.585988003783273,3
EXR,color,red,blue,blue,0.595393632481393,3
EXR,word,green,yellow,green,0.586919431159203,3
EXR,word,yellow,red,yellow,0.606559761712963,3
EXR,word,yellow,green,yellow,0.530893628652541,3
EXR,word,green,yellow,green,0.65252140639543,3
EXR,word,yellow,yellow,yellow,0.637582571774579,3
EXR,word,green,blue,green,0.601054512306245,3
EXR,word,green,green,green,0.569332703023335,3
EXR,word,green,blue,green,0.630413977409552,3
EXR,word,red,yellow,red,0.629613512445645,3
EXR,word,yellow,green,yellow,0.596696281787735,3
EXR,word,blue,blue,blue,0.563521201228638,3
EXR,word,red,yellow,red,0.611254240559753,3
EXR,word,blue,green,blue,0.675705296158036,3
EXR,word,red,blue,red,0.549206617000391,3
EXR,word,yellow,green,yellow,0.669673978927397,3
EXR,word,green,blue,green,0.536276275325756,3
EXR,word,red,yellow,red,0.570838021865474,3
EXR,word,red,blue,red,0.623481115474738,3
EXR,word,yellow,red,yellow,0.644682648382299,3
EXR,word,red,yellow,red,0.56989147794274,3
EXR,word,red,red,red,0.576795723192249,3
EXR,word,green,yellow,green,0.571578891092969,3
EXR,word,blue,yellow,blue,0.546256039361026,3
EXR,word,blue,blue,blue,0.626585796943718,3
